0,1
-0.6355550906190633,-3.473843667685212
0.0327433733079049,0.18621587197981093
-3.6454052568549064e-17,-3.167336910984175e-16
-1.178465954730507e-17,-2.087020782216065e-16
4.217613642142723e-17,-2.0389777686483267e-16
1.4316672832169427e-16,6.4829948960090215e-16
4.817992612828803e-17,2.1799168740022644e-16
8.616516071606599e-19,-3.3512728918418934e-17
-4.0970859589974e-18,2.9527100187534816e-16
-2.5262019710368603e-17,-1.426299857435386e-16
-6.032499461567499e-17,-3.879302595085114e-16
-1.1741952793855677e-17,8.182279212135895e-17
3.837384498229963e-18,9.353184007871439e-17
-9.806173361777095e-18,4.7285217444742554e-17
9.868212721376958e-19,8.672135368850617e-17
-5.8264709048593936e-18,3.70461247491368e-17
-1.3522918452020135e-17,-1.7385369127612696e-16
7.505687992073075e-18,3.665562511938697e-17
-1.8958169797138983e-17,-2.0210833351366013e-17
-3.3235087038865844e-17,-1.636270289441265e-16
-4.952688152992603e-17,-3.30893423542792e-17
2.130799280499623e-17,3.256892099125131e-16
1.8392012233122177e-18,1.4546162522193823e-16
